,reviews,Cleaned Reviews,Score,Sentiment
796,"  I flew yesterday from Heathrow to Manchester in business class, from start to finish it was a shambles.  I was sent to the wrong baggage drop, then to the wrong lounge, I showed my boarding card and sent to the north lounge the furthest from the gate. The boarding process was more like a rugby scrum, no notice was taken of class of service and then my boarding card said assistance required so another queue was needed no explanation was given for this.",flew yesterday heathrow manchester business class start finish shamble sent wrong baggage drop wrong lounge showed boarding card sent north lounge furthest gate boarding process like rugby scrum notice taken class service boarding card said assistance required another queue needed explanation given,-0.7003,Negative
797,"  The first part from Brussels to London Heathrow was a fast flight, however on the ground in London the problems started. The gate where the arriving plane was planned to stop was not free what occurred in a waiting time on the ground for 40 minutes. The captain constantly gave information and the entire team was friendly and courteous. Continental breakfast in business was OK for this short flight. Flight to Larnaca was full, embarkation was prompt for business pax. The team was very friendly. The service started with a drink and some cookies , the meal was good despite a more substantial appetiser could be expected - a few slices of green salad and one cherry tomato is a side dish not an appetiser. It must be said the meal was an improvement since last year. Decent drinks and a good Champagne were available, followed by coffee or tea. It is a longer flight - a second round of drinks an hour before landing was maybe appropriated however it was not a problem to receive additional drinks.",first part brussels london heathrow fast flight however ground london problem started gate arriving plane planned stop free occurred waiting time ground minute captain constantly gave information entire team friendly courteous continental breakfast business ok short flight flight larnaca full embarkation prompt business pax team friendly service started drink cooky meal good despite substantial appetiser could expected slice green salad one cherry tomato side dish appetiser must said meal improvement since last year decent drink good champagne available followed coffee tea longer flight second round drink hour landing maybe appropriated however problem receive additional drink,0.9517,Positive
798,"  Stockholm to London. Worst business class flight I have flown. Split seating for myself and my wife because apparently they were overbooked. The meal was inedible for me, and was the worst airline meal I have been served. ",stockholm london worst business class flight flown split seating wife apparently overbooked meal inedible worst airline meal served,-0.8481,Negative
799," Seems like no one was aware of my existence on the flight. No drink, no snack, no bottle of water was offered. No amenity kits. When I asked, they said none were left in stock. They gave me toothpaste and a toothbrush, which was ok, and fast track invitation, which was useless, since no fast track is offered to British passports. I was not given a menu, I even had to ask for it. I was not served the meal and they said it was because I was sleeping. Ok fine but even when I was awake, no one bothered to ask me about the meal. I had to ask for the menu, a bottle of water, and the meal. And after all, no apologies from the staff. Too many people are squeezed into business class. Even though I could lie down 180 degrees, I had very little space at my seat. Given the very expensive fare, I expected a much better service for business class passengers. I'm very disappointed and will never use it again. I won't recommend British Airways business class to anyone!",seems like one aware existence flight drink snack bottle water offered amenity kit asked said none left stock gave toothpaste toothbrush ok fast track invitation useless since fast track offered british passport given menu even ask served meal said sleeping ok fine even awake one bothered ask meal ask menu bottle water meal apology staff many people squeezed business class even though could lie degree little space seat given expensive fare expected much better service business class passenger disappointed never use recommend british airway business class anyone,0.1255,Neutral
800," Premium economy don’t waste your money on an overnight flight! Going out is acceptable but the night flight we had was a disgrace! The food (I use this term lightly) wasn’t fit for dogs on our flight, it was salmon we think as it didn’t taste of anything, a meat of some kind but was too tough to stick a fork into let alone eat it. The veg tasted burnt, bread roll was ok. (Not really a saving grace). One cup of tea or coffee at breakfast and don’t bother asking what was in the box left on our table! I didn’t bother trying it. The look on other people’s faces was good enough for me to know don’t bother! Which in comparison to the outbound flight (London to Orlando) was worlds apart, greeted with a drink which was the first of many, dinner was nice, the steak edible, veg cooked just right and dessert was nice with plenty of drinks! Inflight entertainment was good even though there was supposed to be WiFi but couldn’t log on so saved some money there. I really thought this was going to be the best way to travel. Oh a broken seat for one of our party was a bit disappointing, homeward bound and the inflight entertainment seem rather lacklustre which leads me to think it was an older plane. But that really shouldn’t happen. What is not told when booking, homeward flight on the top of your ticket if you have TSA PRE you don’t have to join the massive queue, look for pre entered TSA line that’s the one that’s empty cause they tell no one about it.",premium economy waste money overnight flight going acceptable night flight disgrace food use term lightly fit dog flight salmon think taste anything meat kind tough stick fork let alone eat veg tasted burnt bread roll ok really saving grace one cup tea coffee breakfast bother asking box left table bother trying look people face good enough know bother comparison outbound flight london orlando world apart greeted drink first many dinner nice steak edible veg cooked right dessert nice plenty drink inflight entertainment good even though supposed wifi log saved money really thought going best way travel oh broken seat one party bit disappointing homeward bound inflight entertainment seem rather lacklustre lead think older plane really happen told booking homeward flight top ticket tsa pre join massive queue look pre entered tsa line one empty cause tell one,0.9672,Positive
801,"  Lisbon to London. Business class is just economy class with an empty middle seat. No leg room for me. Meal service had no choice by the time they got halfway through business class. All that was left was cod. Freezing cold, but no blankets. Poor staff spent most of the flight apologising. Never fly British Airways. ",lisbon london business class economy class empty middle seat leg room meal service choice time got halfway business class left cod freezing cold blanket poor staff spent flight apologising never fly british airway,-0.6249,Negative
802," Heathrow to Marseille. Within a few days of booking a flight for December, BA advised flight has been changed to late evening arrival. This is unacceptable so I opt to cancel and full refund. BA then says it is refunding the fare and makes no mention of the fee I have paid for seat selection. I have found a claim form for refund of these fees, on submission they say they will take up to 28 days to think about it.",heathrow marseille within day booking flight december ba advised flight changed late evening arrival unacceptable opt cancel full refund ba say refunding fare make mention fee paid seat selection found claim form refund fee submission say take day think,-0.6124,Negative
803," Madrid to London with British Airways. There is nothing left of business class on these flights. When they bring the hot towel it feels like a bad joke. Seats are the same as coach, they took forever to hang my jacket after I asked in three occasions, they gave me a sit that is considered a bad coach seat without window! (See picture) and on top of everything I find myself having to put my luggage (just a backpack) far behind my seat because they are choosing to bring the extra hand luggage that doesn’t fit anymore in coach to business class. Ridiculous service so not worth the x2.5 cost that a business class ticket goes for. Feel totally ripped off.",madrid london british airway nothing left business class flight bring hot towel feel like bad joke seat coach took forever hang jacket asked three occasion gave sit considered bad coach seat without window see picture top everything find put luggage backpack far behind seat choosing bring extra hand luggage fit anymore coach business class ridiculous service worth x cost business class ticket go feel totally ripped,0.3818,Neutral
804,"  Gatwick to Glasgow. Awful experience. Our flight arrived over 2 hours late at 8.50pm, so late our car rental company was closed and we were stuck at the airport without our car. We had to pay for a taxi to our hotel and back to the airport the next day which was really expensive. Our new car hire was three times the price since it was last minute. British Airways would not help compensate because they said it wasn’t their fault.",gatwick glasgow awful experience flight arrived hour late pm late car rental company closed stuck airport without car pay taxi hotel back airport next day really expensive new car hire three time price since last minute british airway would help compensate said fault,-0.5725,Negative
805,  Frankfurt to London. BA staff watched while security went through partner's bag for around 30 mins. It required a call to police who sauntered up and stared at the bag for a while - actually just clothes. When they were finishing the flight dispatcher closed the flight. Only 1-2 minutes required. Much longer spent unloading my luggage. We had checked this bag in almost 2 hours previously and arrived at security in plenty of time.,frankfurt london ba staff watched security went partner bag around min required call police sauntered stared bag actually clothes finishing flight dispatcher closed flight minute required much longer spent unloading luggage checked bag almost hour previously arrived security plenty time,0.5859,Positive
806," London to Olbia. Complete confusion. The plane was delayed getting to Sardinia, and so we waited: but following check-in at Sardinia we were penned into long lines, no seats, extreme heat and no water in the queues. The airport staff in Sardinia appeared to be overwhelmed. Finally got onto the plane and we’re now delayed on the tarmac. We are due to depart more than 3 hours after our scheduled departure time, but so far still stuck on the tarmac with few updates. No water provided. I felt unwell but was told they had no glasses, so nothing to drink. Numerous small children with no hydration and high temperatures. After a second time of asking, I was told I could buy a drink once we took off, but they have no idea when that would be. They need to abandon the flight at this stage before more people become unwell. Cabin crew just standing there, doing nothing but looking perplexed",london olbia complete confusion plane delayed getting sardinia waited following check sardinia penned long line seat extreme heat water queue airport staff sardinia appeared overwhelmed finally got onto plane delayed tarmac due depart hour scheduled departure time far still stuck tarmac update water provided felt unwell told glass nothing drink numerous small child hydration high temperature second time asking told could buy drink took idea would need abandon flight stage people become unwell cabin crew standing nothing looking perplexed,-0.7742,Negative
807,"  Rotterdam to London City. After waiting for 6 hours at Rotterdam airport (delays) I was told they re-routed my flight to Amsterdam and that I needed to quickly catch a taxi (that I have to pay for) from Rotterdam to Amsterdam airport in the hope of catching the flight from there. As I worried I wouldn’t make it, I asked to be put in a hotel & fly the following morning but they said that was not an option as all fights are booked. There was no apology, no offer of a bus or taxis to those re-routed to Amsterdam. And throughout the process & long queue no one bothered to explain to us what was happening. Had I known we’d be re-routed to Amsterdam I would’ve left Rotterdam earlier, rather than wait in a long queue just to he told that info at the end. What a waste of time, energy & money. And no apology to make up for the hours or delay. It’s quite unbelievable. ",rotterdam london city waiting hour rotterdam airport delay told routed flight amsterdam needed quickly catch taxi pay rotterdam amsterdam airport hope catching flight worried make asked put hotel fly following morning said option fight booked apology offer bus taxi routed amsterdam throughout process long queue one bothered explain u happening known routed amsterdam would left rotterdam earlier rather wait long queue told info end waste time energy money apology make hour delay quite unbelievable,-0.7512,Negative
808,  Return flight to Dublin. Outbound Galleries North fine and good breakfast. Flight was fine. Return flight was delayed by 40 mins gate staff kept us informed. Lounge at Dublin was generic lounge but was ok. Staff on both flights fine. Return aircraft quite new and well presented.,return flight dublin outbound gallery north fine good breakfast flight fine return flight delayed min gate staff kept u informed lounge dublin generic lounge ok staff flight fine return aircraft quite new well presented,0.8393,Positive
809,"  Barbados to Gatwick. We boarded a half full flight and whilst preparing for take off the video was shown as normal, the crew participation side of it seemed like trouble to the crew. Once inflight the drinks service got under way and service was very quick I had a beer and my partner a soft drink, I was given a room temperature can and no drinking vessel and my partner her soft drink and the standard plastic cup no mention of ice. Within 20 minutes the meal service commenced they got to our seats which were 3 from the back of the aircraft and when we were served two trays appeared and passed to us, I enquired what the meal was and we were both told Pasta it’s all we have left, everyone else had a choice of chicken or pasta, my partner refused her pasta and I proceeded to challenge why on a half filled flight they had run out, no tangible answer came back but was very rudely told she would get chicken from premium economy, I said only one was required as I would eat the pasta, glad I did I think, chicken was placed on my partners tray it was burnt. During this service no further drinks were offered except for water, trays were gathered and that was the last we saw of the crew for 4 hours. They reappeared about 70 minutes before landing served a box containing stale bread with processed cheese and a stale cake, I politely refused the offering and my partner ate the bread, tea and coffee was served.  Our flight out 7 days previously was the exact opposite, pleasant staff, food standard but acceptable. The only other negative was the musical chairs played by fellow passengers, the crew turned a blind eye. The positives the IFE has a wide choice and we got home safely and getting off the aircraft was a pleasure as it was also the coldest flights I have ever been on.",barbados gatwick boarded half full flight whilst preparing take video shown normal crew participation side seemed like trouble crew inflight drink service got way service quick beer partner soft drink given room temperature drinking vessel partner soft drink standard plastic cup mention ice within minute meal service commenced got seat back aircraft served two tray appeared passed u enquired meal told pasta left everyone else choice chicken pasta partner refused pasta proceeded challenge half filled flight run tangible answer came back rudely told would get chicken premium economy said one required would eat pasta glad think chicken placed partner tray burnt service drink offered except water tray gathered last saw crew hour reappeared minute landing served box containing stale bread processed cheese stale cake politely refused offering partner ate bread tea coffee served flight day previously exact opposite pleasant staff food standard acceptable negative musical chair played fellow passenger crew turned blind eye positive ife wide choice got home safely getting aircraft pleasure also coldest flight ever,0.8225,Positive
810,"  I would like to praise the outstanding courtesy and service I received from the BA cabin crew members during my flight BA0011 from London Heathrow to Singapore on 25 June. The cabin crew were both friendly and attentive to their passengers needs, enabling them to relax & enjoy their flight. I feel very proud that British Airways continue to train their staff to such a very high standard, it really is a privilege to fly British Airways.",would like praise outstanding courtesy service received ba cabin crew member flight ba london heathrow singapore june cabin crew friendly attentive passenger need enabling relax enjoy flight feel proud british airway continue train staff high standard really privilege fly british airway,0.9794,Positive
811," Madrid to London Heathrow. This was my second trip Madrid to London on British Airways since May. On this trip like the previous the plane broke down, and we waited 2.5 hours on the plane for it to be repaired whilst the temperature outside was 42 degrees. The cabin crew director offered passengers the opportunity to purchase water and other cold drinks from the bar. Only BA could try to make money out of one of its technical failures. I then waited another hour to pick up my suitcase. As I'm a silver card holder, I could access their business lounge in Madrid. I regret using it. Fortunately, this was my last ever trip on BA.",madrid london heathrow second trip madrid london british airway since may trip like previous plane broke waited hour plane repaired whilst temperature outside degree cabin crew director offered passenger opportunity purchase water cold drink bar ba could try make money one technical failure waited another hour pick suitcase silver card holder could access business lounge madrid regret using fortunately last ever trip ba,-0.5574,Negative
812," BA762 Heathrow to Oslo I have flown with BA a few times in the last few months, I have came off medication which makes me more nervous flying on planes, I had notified the cabin crew and they were honestly so amazing and went above and beyond for me. They had gave me a free bottle of water, kept asking if I was okay, put their arm around me, made me feel so much better. The flight was super smooth and overall an amazing service. Thanks again BA and I will be flying again with you soon!",ba heathrow oslo flown ba time last month came medication make nervous flying plane notified cabin crew honestly amazing went beyond gave free bottle water kept asking okay put arm around made feel much better flight super smooth overall amazing service thanks ba flying soon,0.9732,Positive
813," Hamburg to Abu Dhabi via London Heathrow. Initial flight from Heathrow to Abu Dhabi was cancelled, had to fly a day earlier as flights on following days were cancelled as well. Service with not a free glass of water on the first leg. Abu Dhabi to London delayed by over 3hrs. A generous Dirham 20 voucher (£3,8) received from BA, which was enough for a bottle of water, or a coffee. ",hamburg abu dhabi via london heathrow initial flight heathrow abu dhabi cancelled fly day earlier flight following day cancelled well service free glass water first leg abu dhabi london delayed hr generous dirham voucher received ba enough bottle water coffee,0.5859,Positive
814," New York to Glasgow via London. A routine and smooth overnight flight that departed the gate about 45 minutes late because of a security issue at the terminal (#7). I had an electronic boarding pass on the BA app but an announcement was made that we needed to get paper versions. There was a separate desk where a couple of agents performed this task. The pilot introduced the flight attendants as “gorgeous” - which came across to me as inappropriate. I would have preferred efficient or even helpful to describe them. I had an aisle seat in a 3-3-3 seat layout. The middle seat was unoccupied. Enough leg space and storage space overhead. A good collection of all sorts of movies with free headphones provided. The IFE system was easy to use. A drink service preceded the meal service. I asked for a beer and was cheerfully offered their centenary year specially brewed IPA Brewdog Speedbird 100. Sensing that I might not enjoy it, the attendant also gave me a Heineken and a bottle of wine to accompany the dinner that followed soon thereafter. The entree choices were chicken and pasta. I chose the later. Very basic food. Tea and coffee followed. Before landing a sandwich and a drink was served. I could not figure out what was in the sandwich! The bathroom was clean. Blankets and pillows were on every seat. Alighting was quick. Landing cards have been done away with. For the fare, I paid I was satisfied - no complaints. I connected to a domestic flight to Glasgow. The announcement of the gate was made quite late. Newspapers were available at the gate - a worthy amenity. It was a smooth flight in a 3-3 seating. I was in an aisle seat, the next to me was empty. No complimentary food or drink on this segment. The two flight attendants, once the plane reached cruising altitude, put on aprons and pushed a cart down the aisle hawking edibles and elixirs. The pilot introduced them as gorgeous. Both on this and the earlier flight, a video presentation showed off the safety instructions. It was supposed to be funny and engaging. I felt it was neither - the accents of the actors were hard to understand. The flight landed on time. Overall, a positive experience but next time I will look into a non-stop flight to Glasgow from New York. The transfer at Heathrow is anxiety-inducing.",new york glasgow via london routine smooth overnight flight departed gate minute late security issue terminal electronic boarding pas ba app announcement made needed get paper version separate desk couple agent performed task pilot introduced flight attendant gorgeous came across inappropriate would preferred efficient even helpful describe aisle seat seat layout middle seat unoccupied enough leg space storage space overhead good collection sort movie free headphone provided ife system easy use drink service preceded meal service asked beer cheerfully offered centenary year specially brewed ipa brewdog speedbird sensing might enjoy attendant also gave heineken bottle wine accompany dinner followed soon thereafter entree choice chicken pasta chose later basic food tea coffee followed landing sandwich drink served could figure sandwich bathroom clean blanket pillow every seat alighting quick landing card done away fare paid satisfied complaint connected domestic flight glasgow announcement gate made quite late newspaper available gate worthy amenity smooth flight seating aisle seat next empty complimentary food drink segment two flight attendant plane reached cruising altitude put apron pushed cart aisle hawking edible elixir pilot introduced gorgeous earlier flight video presentation showed safety instruction supposed funny engaging felt neither accent actor hard understand flight landed time overall positive experience next time look non stop flight glasgow new york transfer heathrow anxiety inducing,0.9933,Positive
815," London Heathrow to New York. The staff went above and beyond to make sure we had a wonderful experience, refreshing to see these days. The quality of food and drinks was wonderful. There was plenty of leg room as well. We would definitely fly again with BA, and are planning on making this our only airline if it flies to all of my destinations. On departure my TV did not work they tried twice to reset it for me, however this did not work. That was fine I resolved to reading my book. Just before landing our flight attendant who had be looking after us, asked if it had been rectified, I replied, no but it was ok. She came back with a bottle of Champagne, a pair of Pyjamas and a makeup bag full of goodies, not just for me but for my sister as well!! To say I was overwhelmed was an understatement! All I can say is Thank you British Airways from the bottom of my heart! The trip was for my Birthday and you certainly made it something special!",london heathrow new york staff went beyond make sure wonderful experience refreshing see day quality food drink wonderful plenty leg room well would definitely fly ba planning making airline fly destination departure tv work tried twice reset however work fine resolved reading book landing flight attendant looking u asked rectified replied ok came back bottle champagne pair pyjama makeup bag full goody sister well say overwhelmed understatement say thank british airway bottom heart trip birthday certainly made something special,0.9855,Positive
816,"  Gatwick to Bermuda. Boarded very quickly and on time, Seating area smart, appearance much better than the old aircraft that normally turn up. Service very good, food was the best I have had from BA, new crockery added to the good feel and appearance, long overdue. Duvet and bedding much better and what you expect for this high-cost route, the Pillow is fabulous, gone are the small pillows and we now have a luxurious pillow you want to use. 10/10 for this flight and the crew, even though it was full up front, I hope this is a turning point for British Airways. Thank you I am looking forward to my Seychelles flight in October and my Rio flight in December, keep it coming.",gatwick bermuda boarded quickly time seating area smart appearance much better old aircraft normally turn service good food best ba new crockery added good feel appearance long overdue duvet bedding much better expect high cost route pillow fabulous gone small pillow luxurious pillow want use flight crew even though full front hope turning point british airway thank looking forward seychelles flight october rio flight december keep coming,0.979,Positive
817,  London Heathrow to Larnaca. Perfect. The early morning departure meant that Terminal 5 was unusually quiet. The Galleries Lounge offered a wide range of food and drinks in a pleasant environment. The flight took off and landed on time. The cabin crew were incredibly attentive and provided a very professional and pleasant onboard experience. Arrival procedures at Larnaca were incredibly efficient. We completed immigration and picked up our hold baggage within 30 minutes of arriving at the gate. All in all a very enjoyable trip.,london heathrow larnaca perfect early morning departure meant terminal unusually quiet gallery lounge offered wide range food drink pleasant environment flight took landed time cabin crew incredibly attentive provided professional pleasant onboard experience arrival procedure larnaca incredibly efficient completed immigration picked hold baggage within minute arriving gate enjoyable trip,0.9459,Positive
818,"  BA 2616 and 2617 return trip from Gatwick to Cagliari. Both flights on a Saturday and were full. Aircraft was an A320-200 on both legs. Sat in row 7 outbound, 2 rows behind Club Europe. Sat in row 25 on the return, leg room seemed tighter than row 7. The brown leather seating suggested that the aircraft may have been in the BMI Fleet. Didn’t bother with the new M&S On Board service outward, but did on the return. The M&S sandwich was everything you would expect from an M&S sandwich (apart from the cost), but the coffee I had and the tea my wife had were below standard. It also took the 2 cabin crew the best part of 75 minutes to get from row 6 to row 25. The other 2 members of the cabin crew appeared to hide in Club Europe attending to just 10 passengers. Despite quite a lot of turbulence and the Seat Belt sign on for about 30 minutes, they continued to serve hot drinks and passengers were advised to be careful. You are now given a cup of hot water to add your coffee or tea bag to. Also a queue of 7 or 8 passengers requiring the toilet also formed behind the trolley, and they would not return to their seats. The rubbish from the trolley service was collected by hand as we were preparing to land. Outbound flight was fine, Inbound flight was not a great advertisement for BA. Perhaps standards at LGW are not as good as at LHR.",ba return trip gatwick cagliari flight saturday full aircraft leg sat row outbound row behind club europe sat row return leg room seemed tighter row brown leather seating suggested aircraft may bmi fleet bother new board service outward return sandwich everything would expect sandwich apart cost coffee tea wife standard also took cabin crew best part minute get row row member cabin crew appeared hide club europe attending passenger despite quite lot turbulence seat belt sign minute continued serve hot drink passenger advised careful given cup hot water add coffee tea bag also queue passenger requiring toilet also formed behind trolley would return seat rubbish trolley service collected hand preparing land outbound flight fine inbound flight great advertisement ba perhaps standard lgw good lhr,0.9287,Positive
819,"  Heathrow to Kalamata. Heathrow T5 to Kalamata, Greece 8th June and return 1 week later. Used Avios points to upgrade to exit row seats for more legroom. Bad news - took off 1 1/2 hours late from Heathrow (delays to previous incoming flight) but made up about 1/2 hour on the journey out. Also left Kalamata about 1/2 hour late on our return but landed virtually on time. Seats much more comfortable with more padding than, for example, Ryanair or Jet2.com so with the extra legroom, the flights were pretty comfortable. Expensive (or course) M&S offerings for food but tasty enough. Pleasant FA's so all in all decent flights. Haven't used BA for short haul for quite a few years but would use again if the price was right.",heathrow kalamata heathrow kalamata greece th june return week later used avios point upgrade exit row seat legroom bad news took hour late heathrow delay previous incoming flight made hour journey also left kalamata hour late return landed virtually time seat much comfortable padding example ryanair jet com extra legroom flight pretty comfortable expensive course offering food tasty enough pleasant fa decent flight used ba short haul quite year would use price right,0.8074,Positive
820,"  London to Gothenburg. Unique procedures that are not adding any order but create a lot of mess. Extra visa checks, passport checks, separate queues, additional controls. Heathrow Terminal 5 is the most bizarre.",london gothenburg unique procedure adding order create lot mess extra visa check passport check separate queue additional control heathrow terminal bizarre,-0.4019,Negative
821,"  Amsterdam to London on 15th April. I arrived 3 hours before flight where I waited in line for an hour while staff attended to checking people in a what seemed like a turtle paced snail like sense of urgency. After that rather lengthy delay.When I got to the gate on time, I was told the gate was shut. Thinking it must have been some kind of joke, I noted with the British Airways representatives saying that I was on time. She replied yes but you were the last person, everyone had made it before me, my bags were already offloaded she continued to say.  After asking what do I do now? Not having the ability to ring abroad I asked if they could help me which they replied saying there is no Qantas office in Amsterdam and they cannot help me. ",amsterdam london th april arrived hour flight waited line hour staff attended checking people seemed like turtle paced snail like sense urgency rather lengthy delay got gate time told gate shut thinking must kind joke noted british airway representative saying time replied yes last person everyone made bag already offloaded continued say asking ability ring abroad asked could help replied saying qantas office amsterdam help,0.9493,Positive
822,"  Istanbul to London. My first flight in Economy is the new A321 Neo, The aircraft is set up with the first 15 rows of regular seats and the remaining 17 rows of the new extra slim economy seats. The seat does not recline, is very thin and OK for an hour flight. However 3 hours 45 minutes flight it became pretty uncomfortable after 2 hours. The 5 members of the cabin crew were great serving the usual MS for sale products.",istanbul london first flight economy new neo aircraft set first row regular seat remaining row new extra slim economy seat seat recline thin ok hour flight however hour minute flight became pretty uncomfortable hour member cabin crew great serving usual m sale product,0.7845,Positive
823,"  I had some difficulty from the start, after my initial booking the website repeatedly asked me to log in, even though I was already logged in. I wanted to reserve seats and request special meals. It took me 2 days to achive this. I was amazed by the cost of reserving ordinary seats, no extra legroom, this bumped the price up for 4 people by £328 and seats were only booked on the LHR-KUL and return KUL-LHR legs. I had difficulty checking in using the BA app and eventually did it using Malaysia Airlines app. Checking in online was only allowed 24hrs before making things a little awkward being in Kuching for our return leg with an 8 hr time difference. I was looking forward to flying on the Boeing 787 but it really is just a dream. Food choices we were told ran out at breakfast, the choice was full English or just an omelette, but the full English ran out or so we were told, but looking over my shoulder a few minutes later and another trolley had appeared with the full English on it. Earlier meals were ok with beer, wine and other drinks available. There was very little attention by cabin crew between main meals and we had to go to the rear galley to ask for water. For an over 12h flight, I think the cabin should at least be visited 2-3 times. Toilets were clean and worked ok and the aircraft as a whole was clean and tidy. The IFE selection was superb with many of the latest films available along with games and music. Our return flight from KL to London was very cold, the Boeing 787 has no way of changing the airflow to your seat.",difficulty start initial booking website repeatedly asked log even though already logged wanted reserve seat request special meal took day achive amazed cost reserving ordinary seat extra legroom bumped price people seat booked lhr kul return kul lhr leg difficulty checking using ba app eventually using malaysia airline app checking online allowed hr making thing little awkward kuching return leg hr time difference looking forward flying boeing really dream food choice told ran breakfast choice full english omelette full english ran told looking shoulder minute later another trolley appeared full english earlier meal ok beer wine drink available little attention cabin crew main meal go rear galley ask water h flight think cabin least visited time toilet clean worked ok aircraft whole clean tidy ife selection superb many latest film available along game music return flight kl london cold boeing way changing airflow seat,0.9431,Positive
824,"  London to Dusseldorf. No free drinks or food, which is pretty normal for short haul flights. Crew was pretty average Seat was average. Ground crew was pretty nice. No inflight entertainment. ",london dusseldorf free drink food pretty normal short haul flight crew pretty average seat average ground crew pretty nice inflight entertainment,0.9552,Positive
825," London to Seoul. Nightmare experience with British Airways almost constantly. My Business cabin is downgraded to economy at the last minute with a 12 hours long-hauls flight! Lounge simy sucks, cheap, noisy and croweed. Multiple malfunction items on the aircraft including unfolded table. Given the price it Charge, certainly one of the worst airlines one can possible take.",london seoul nightmare experience british airway almost constantly business cabin downgraded economy last minute hour long haul flight lounge simy suck cheap noisy croweed multiple malfunction item aircraft including unfolded table given price charge certainly one worst airline one possible take,-0.743,Negative
826,"  London to Vancouver. Economy was a lot more cramped than I expected. BA had crammed seats in. Crew were okay. Food reasonable really although I had upgraded my food which came before everyone else had theirs which was a shame. Flew back premium class, more room. I probably won’t use them in November when I go back. Timing was good and air quality felt ok as I didn’t get a headache.",london vancouver economy lot cramped expected ba crammed seat crew okay food reasonable really although upgraded food came everyone else shame flew back premium class room probably use november go back timing good air quality felt ok get headache,0.4404,Neutral
827," Newcastle to Delhi via London. At check-in , I was charged for carrying 2.8 kilos extra, which is of no problem. I paid a total of £65 for 2.8 kilos. On my flight from London to Delhi, during boarding I asked for water to which the attendant told she would get but she was busy as customers were boarding the flight. I then  asked for a bottle of water  which she seemed to forget.  2 hours into the  journey, my in-flight entertainment system got stuck on the TV and Radio feature. When the dinner was served, Ithe meal consisted of chicken gravy and mash, along with bread butter and a mousse. Delays caused by British Airways resulted in the flight reaching Delhi late and me missing my connecting flight. But as I landed at Delhi and picked my baggage from the belt, a British Airways staff was ready with another ticket from Delhi to Mumbai without me even asking. ",newcastle delhi via london check charged carrying kilo extra problem paid total kilo flight london delhi boarding asked water attendant told would get busy customer boarding flight asked bottle water seemed forget hour journey flight entertainment system got stuck tv radio feature dinner served ithe meal consisted chicken gravy mash along bread butter mousse delay caused british airway resulted flight reaching delhi late missing connecting flight landed delhi picked baggage belt british airway staff ready another ticket delhi mumbai without even asking,-0.5859,Negative
828,"  Miami to Delhi via London.  The BA business class I flew for the first time recently was the worst I have  flown. Whereas most have four seats across British Airways has eight! The lay down beds are hard, thin and short. Not worth the money.",miami delhi via london ba business class flew first time recently worst flown whereas four seat across british airway eight lay bed hard thin short worth money,-0.5574,Negative
829,"  London to Sydney via Singapore. Checked in with a bag which was 23.4kg. My allowance was 23kg. I was made to repackage the bag and take two pairs of shoes out and place them in my hand luggage, really? I found the food on both legs of the flight horrible.",london sydney via singapore checked bag kg allowance kg made repackage bag take two pair shoe place hand luggage really found food leg flight horrible,-0.0772,Negative
830,"  Phoenix to Amsterdam via London. It was 10 hrs on a delayed flight, in a cramped seat with no lights, no call light. No entertainment of any sort, and food I found exceptionally bad. The B747 that was terribly maintained. The offer of 20.GBP for compensation is insulting and further exemplifies a lack of concern for your passengers comfort and safety.",phoenix amsterdam via london hr delayed flight cramped seat light call light entertainment sort food found exceptionally bad b terribly maintained offer gbp compensation insulting exemplifies lack concern passenger comfort safety,-0.788,Negative
831,"  Standard, run of the mill airline for today's economy. Flew Tel Aviv to New York, with a two hour layover in London Heathrow. Crew was fine, entertainment system on the London to New York leg was very nice. The special meal I ordered was not on either of the two flights. I  called them two and a half weeks prior to departure to check that the meals were in the system, and was assured they were. I submitted a complaint to ba.com and the responses I received were lame and unacceptable. Not a stitch of good will was forthcoming from British Airways, as I suggested topping off my Avios balance to a mere 5000 points (my balance is around 3500). ",standard run mill airline today economy flew tel aviv new york two hour layover london heathrow crew fine entertainment system london new york leg nice special meal ordered either two flight called two half week prior departure check meal system assured submitted complaint ba com response received lame unacceptable stitch good forthcoming british airway suggested topping avios balance mere point balance around,0.7579,Positive
